,Unnamed: 0,Class,Incident,Crime,Date,Time,Location Name,Address,Accuracy,Agency,Lat,Lng,Hour,Density
429,429,All Other - Criminal,230685166,Menacing - Ziu,9/2/2023,10:15:00 AM,Department/discount Store,"23xx Cleveland Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0091011,-82.9701954,10,1336.4906790766026
430,430,Theft,230685195,Theft - Misdemeanor - Ziu,9/2/2023,10:14:00 AM,Variety/convenience Store,"6xx E Hidson St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0140472,-82.9757029,10,1412.4031381972582
431,431,Motor Vehicle Theft,230702317,Motor Vehicle Theft - Generalist,9/2/2023,8:00:00 AM,Auto Shop,"29xx Hiawatha St, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0325276,-82.9853042,8,374.1837264869587
432,432,Assault - Simple,230684882,Domestic Violence,9/2/2023,7:11:00 AM,Single Family Home,"12xx E 23rd Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0052769,-82.9679823,7,1169.4746507391594
433,433,Vandalism,233010341,Damage To Property,9/2/2023,4:27:00 AM,Street,"Xx E Russell St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.975727,-83.0018644,4,740.4648996364436
434,434,Traffic Incident,230684748,Traffic Arrest,9/2/2023,4:25:00 AM,Street,"22xx Hiawatha Park Dr, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0118791,-82.9870896,4,715.5037614182019
435,435,Traffic Incident,230684750,Traffic Arrest,9/2/2023,4:04:00 AM,Street,"Xx E Russell St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.975727,-83.0018644,4,740.4648996364436
436,436,Robbery - Individual,230684730,Robbery - Individual,9/2/2023,3:46:00 AM,Street,"Iro, 23xx Hiawatha Park Dr, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0118791,-82.9870896,3,601.538667723373
437,437,Traffic Incident,230684582,Traffic Arrest,9/2/2023,2:10:00 AM,Street,"E 11th Ave & Jefferson Ave, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),39.9937931,-82.9834197,2,804.373996156033
438,438,Motor Vehicle Theft,230684527,Motor Vehicle Theft - Generalist,9/2/2023,1:26:00 AM,Gas Station,"17xx E Hudson St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0140472,-82.9757029,1,3020.7601036482324
439,439,Assault - Aggravated,230684483,Felony Assault,9/2/2023,1:22:00 AM,Street,"N High Blvd & E Nationwide St, Columbus, Oh 43210",Intersection,Columbus Division Of Police (Oh),39.9689445,-83.0019694,1,679.6946347728624
440,440,Alcohol Violation,230684399,Liquor Law Offense,9/2/2023,12:30:00 AM,Street,"W Starr St & N High Ave, Columbus, Oh 43205",Intersection,Columbus Division Of Police (Oh),39.9829394,-83.0046897,12,1421.6894276350845
441,441,Motor Vehicle Theft,230685210,Motor Vehicle Theft - Generalist,9/2/2023,12:00:00 AM,Parking Lot,"2xx E 12th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.996278,-82.9866104,12,2180.9866760789387
442,442,Motor Vehicle Theft,230685279,Motor Vehicle Theft - Generalist,9/2/2023,12:00:00 AM,Parking Lot,"2xx Chittenden Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9948248,-82.9953053,12,3008.924284401954
443,443,All Other - Non-Criminal,230705052,Missing Person,9/2/2023,12:00:00 AM,Single Family Home,"5xx Bolivar St, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9753951,-82.9748152,12,881.5145074261748
444,444,Weapons Violation,230684102,Weapons Offense,9/1/2023,10:38:00 PM,Street,"St Clair Ave & Leonard Ave, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.9769162,-82.9804214,22,1436.1480739407468
445,445,Motor Vehicle Theft,230686644,Motor Vehicle Theft - Generalist,9/1/2023,10:00:00 PM,Parking Lot,"3xx Alexandria Colony Ct E, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.9765961,-83.0138396,22,422.6809089085492
446,446,Assault - Simple,230465846,Domestic Violence,9/1/2023,9:30:00 PM,Single Family Home,"10xx Chittenden Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.995233,-82.983315,21,1501.6440924680094
447,447,All Other - Criminal,202301341,Issuance Of Warrant Upon Failure To Appear,9/1/2023,9:27:00 PM,Street,"10xx Dublin Rd, Upper Arlington, Oh 43215",Address,Upper Arlington Police Department,40.0264906,-83.1026756,21,370.22528241539885
448,448,All Other - Non-Criminal,230684384,Missing Person,9/1/2023,9:00:00 PM,Street,"13xx 24th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0062015,-82.9697717,21,1318.9067554410187
449,449,Driving Under the Influence (DUI),23000716,Driving While Under The Influence Of Alcohol/ Drugs,9/1/2023,7:33:00 PM,,"13xx W 1st Ave Avondale Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.98172,-83.0417945,19,526.6287132620448
450,450,Motor Vehicle Theft,230747373,Motor Vehicle Theft - Generalist,9/24/2023,9:39:00 PM,Street,"15xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,21,1656.2687234466066
451,451,All Other - Non-Criminal,230747250,Missing Person,9/24/2023,9:13:00 PM,Street,"Jefferson Ave & E 17th Ave, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),40.0006627,-82.9826913,21,1561.8536304440238
452,452,All Other - Criminal,202301455,Issuance Of Warrant Upon Failure To Appear,9/24/2023,7:19:00 PM,Street,"36xx Tremont Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0158356,-83.0656524,19,1221.3751953917524
453,453,All Other - Criminal,230746370,Menacing - Ziu,9/24/2023,3:53:00 PM,Parking Lot,"11xx E Weber Rd, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.023496,-82.9819422,15,1374.1511379885753
454,454,Theft,23000776,Theft - From Building,9/24/2023,2:43:00 PM,,"9xx Dorchester Way, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9797832,-83.0276834,14,590.685895383599
455,455,All Other - Non-Criminal,202301453,Non-criminal Incident,9/24/2023,2:06:00 PM,,"26xx Mount Holyoke Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0160339,-83.0531144,14,520.2016589200842
456,456,All Other - Criminal,230746166,Menacing - Ziu,9/24/2023,1:59:00 PM,Multiple Dwelling,"8xx Mansfield Ave, Columbus, Oh 43219",Address,Columbus Division Of Police (Oh),39.9840274,-82.9643508,13,373.9196438948394
457,457,Motor Vehicle Theft,230748485,Motor Vehicle Theft - Generalist,9/24/2023,12:00:00 PM,Street,"Chesnut & 3rd, Columbus, Oh 43215",Intersection,Columbus Division Of Police (Oh),39.9679165,-82.9990011,24,389.8837171814539
458,458,Motor Vehicle Theft,230745794,Motor Vehicle Theft - Generalist,9/24/2023,10:58:00 AM,Street,"Pontiac Ave & Akola St, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),40.0175084,-82.9891684,10,575.7667312142551
459,459,All Other - Non-Criminal,230746064,Missing Person,9/24/2023,10:45:00 AM,Single Family Home,"9xx Camden Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9903306,-82.9800163,10,1306.4146304295357
460,460,Assault - Simple,230745704,Domestic Violence,9/24/2023,9:30:00 AM,Single Family Home,"4xx E 12th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.996278,-82.9866104,9,938.7091793294547
461,461,Drugs / Narcotics Violation,23000775,Possession Of Drugs,9/24/2023,1:19:00 AM,,"7xx Grandview Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9795352,-83.0451845,1,1160.1068863027024
462,462,Weapons Violation,230744983,Weapons Offense,9/24/2023,12:45:00 AM,Street,"9xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,12,2033.2298938228782
463,463,Vandalism,202301452,Criminal Damaging Or Endangering_knowingly Any Means,9/24/2023,12:00:00 AM,Single Family Home,"20xx W 5th Ave, Upper Arlington, Oh 43212",Address,Upper Arlington Police Department,39.9887493,-83.0436821,12,1447.0375172624954
464,464,Assault - Simple,230744871,Domestic Violence,9/23/2023,11:49:00 PM,Single Family Home,"11xx Windsor Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.996718,-82.9703172,23,531.680533352036
465,465,All Other - Criminal,202301450,Issuance Of Warrant Upon Failure To Appear,9/23/2023,11:35:00 PM,Street,"Kenny Rd & Mccoy Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.040036,-83.0505149,23,370.23086999802933
466,466,Drugs / Narcotics Violation,230744421,Drug Offense,9/23/2023,8:45:00 PM,Parking Lot,"E 5th Ave & Peters Ave, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.9861442,-82.9809137,20,1230.792673110318
467,467,Assault - Simple,230744199,Domestic Violence,9/23/2023,7:20:00 PM,Single Family Home,"27xx Westerville Rd, Columbus, Oh 43219",Address,Columbus Division Of Police (Oh),40.0585622,-82.9376191,19,370.2252824154574
468,468,Sexual Offense,230744210,Public Indecency,9/23/2023,7:15:00 PM,Multiple Dwelling,"2xx E 16th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),40.0003242,-82.9956461,19,1100.2445824992835
469,469,Motor Vehicle Theft,230744264,Motor Vehicle Theft - Generalist,9/23/2023,7:00:00 PM,Parking Lot,"12xx Olentangy River Rd, Columbus, Oh 43212",Address,Columbus Division Of Police (Oh),39.9887726,-83.0257486,19,784.6430018340341
470,470,Assault - Simple,230744091,Domestic Violence,9/23/2023,6:41:00 PM,Single Family Home,"11xx Northridge Rd, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0409891,-82.9800312,18,396.4144397519715
471,471,All Other - Criminal,230744132,Menacing - Ziu,9/23/2023,6:30:00 PM,Multiple Dwelling,"9xx Atcheson St, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9744757,-82.9702965,18,370.7574700516738
472,472,Death Investigation,23000772,Dead On Arrival,9/23/2023,6:18:00 PM,,"10xx Urlin Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9769201,-83.0506374,18,540.793841871544
473,473,Burglary - Residential,23000774,Burglary,9/23/2023,5:45:00 PM,,"8xx Goodale Blvd, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9754695,-83.0395673,17,711.1939797987288
474,474,All Other - Non-Criminal,230755235,Missing Person,9/23/2023,5:00:00 PM,Single Family Home,"29xx Hiawatha Ave, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0325276,-82.9853042,17,591.9850937328371
475,475,Assault - Simple,230743659,Domestic Violence,9/23/2023,3:55:00 PM,Single Family Home,"25xx Homecroft Dr, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0192491,-82.9928486,15,774.2183881447409
476,476,All Other - Criminal,202301447,Issuance Of Warrant Upon Failure To Appear,9/23/2023,3:41:00 PM,Street,"Kenny & W North Rd, Broadway Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0295977,-83.0374605,15,507.5688684365483
477,477,Assault - Simple,230743444,Domestic Violence,9/23/2023,2:24:00 PM,Multiple Dwelling,"32xx Reis Ave, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0282912,-82.9914077,14,642.0902081281444
478,478,Motor Vehicle Theft,230744451,Motor Vehicle Theft - Generalist,9/23/2023,2:00:00 PM,Parking Lot,"Xx Jefferson Ave, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.9673214,-82.9850242,14,438.98053365826433
479,479,Motor Vehicle Theft,230756580,Motor Vehicle Theft - Generalist,9/23/2023,12:00:00 PM,Parking Lot,"15xx Joyce Ave, Columbus, Oh 43219",Address,Columbus Division Of Police (Oh),40.0055776,-82.963735,24,1583.1578016218327
480,480,Theft,23000771,Theft - From Motor Vehicle,9/23/2023,11:03:00 AM,,"9xx Quay Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9766039,-83.0394782,11,616.9273361191576
481,481,Assault - Simple,230742499,Domestic Violence,9/23/2023,5:36:00 AM,Multiple Dwelling,"9xx Mount Vernon Ave, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9723555,-82.9721455,5,370.4060158584064
482,482,Motor Vehicle Theft,230742662,Motor Vehicle Theft - Generalist,9/23/2023,5:01:00 AM,Street,"12xx E 17th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0003473,-82.9754196,5,624.0486566687105
483,483,Burglary - Residential,230742696,Burglary - Residential,9/23/2023,3:00:00 AM,Single Family Home,"11xx Vesta Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9952939,-82.9773699,3,914.7520717144087
484,484,All Other - Non-Criminal,202301445,Non-criminal Incident,9/23/2023,2:00:00 AM,,"14xx Westminster Dr, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0100946,-83.0506378,2,681.445902096391
485,485,Weapons Violation,230742194,Weapons Offense,9/23/2023,1:26:00 AM,Parking Lot,"11xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,1,1806.4520906733962
486,486,Traffic Incident,230742140,Traffic Arrest,9/23/2023,1:06:00 AM,Street,"E Weber Rd / Ontario St Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),40.0232497,-82.97609260000002,1,1682.3980272492042
487,487,Drugs / Narcotics Violation,230742115,Drug Offense,9/23/2023,12:55:00 AM,Gas Station,"Joyce St & E Hudson Ave, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),40.0140472,-82.9757029,12,1553.3151088487875
488,488,Assault - Aggravated,230742141,Felony Assault,9/23/2023,12:35:00 AM,Bar,"Xx E 13th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9972924,-82.9954839,12,2988.406222798194
489,489,Weapons Violation,230742049,Weapons Offense,9/23/2023,12:26:00 AM,Single Family Home,"34xx Kimberly Ave, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0346283,-82.9922775,12,383.3198110809261
490,490,Drugs / Narcotics Violation,230741863,Drug Offense,9/22/2023,11:58:00 PM,Street,"N 4th Ave & E 19th St, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),40.0032725,-82.9984947,23,1043.2332819080664
491,491,Burglary - Residential,230742737,Burglary - Residential,9/22/2023,11:00:00 PM,Single Family Home,"23xx Summit St, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.018535,-82.9998459,23,548.456051192215
492,492,Assault - Simple,230741692,Domestic Violence,9/22/2023,9:49:00 PM,Arena / Stadium / Fairgrounds / Coliseum,"4xx Neil Ave, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.9784808,-83.0113502,21,1522.6241994782167
493,493,Burglary from Motor Vehicle,230741473,Theft - From Motor Vehicle - Petit - Ziu,9/22/2023,7:00:00 PM,Parking Lot,"11xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,19,1065.0049937805786
494,494,Theft,233010886,Theft - Misdemeanor - Ziu,9/22/2023,4:00:00 PM,Parking Garage,"2xx W Norwich Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),40.007228,-83.0131823,16,538.7264272028425
495,495,All Other - Criminal,230740621,Menacing - Ziu,9/22/2023,3:30:00 PM,Street,"20xx Berrell Ave, Columbus, Oh 43219",Address,Columbus Division Of Police (Oh),40.0216483,-82.9551455,15,648.3004399269489
496,496,Motor Vehicle Theft,230708005,Motor Vehicle Theft - Generalist,9/22/2023,1:49:00 PM,Parking Lot,"15xx Cordell Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0110852,-82.9658723,13,937.7874176808522
497,497,All Other - Criminal,233010823,Menacing - Ziu,9/22/2023,12:00:00 PM,Multiple Dwelling,"21xx Joyce Ave, Columbus, Oh 43219",Address,Columbus Division Of Police (Oh),40.0055776,-82.963735,24,1583.1578016218327
498,498,Weapons Violation,233010825,Weapons Offense,9/22/2023,10:56:00 AM,Street,"8xx E Starr Ave, Columbus, Oh 43219",Address,Columbus Division Of Police (Oh),39.9824835,-82.9840751,10,919.7486352491691
499,499,All Other - Non-Criminal,202301456,Non-criminal Incident,9/22/2023,8:41:00 AM,,"36xx Tremont Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0158356,-83.0656524,8,742.2502375812547
